x,y
-96.025940,77.880980
-96.000000,77.882506
0,0
-94.000153,77.745480
-96.330510,77.604486
-93.564660,77.442130
-93.990387,77.742733
-94.000153,77.745480
0,0
-80.000000,73.706416
-80.812085,73.754330
-80.131228,72.999924
-80.132753,72.999008
-80.000000,72.955673
0,0
-96.624094,74.998245
-93.484398,74.675059
-94.501564,75.619898
-96.616770,75.000076
-96.624094,74.998245
0,0
-89.999847,77.544671
-91.248646,77.570611
-90.350500,77.197681
-89.984588,77.542229
-89.999847,77.544671
0,0
-97.742580,73.997253
-99.434195,73.907836
-97.756924,73.992370
-97.742580,73.997253
0,0
-98.999924,79.726711
-99.781186,80.148470
-99.006943,79.727626
-98.999924,79.726711
0,0
-100.000000,78.034791
-98.992905,77.903258
-98.999924,77.904784
-100.000000,78.589914
0,0
-90.022126,76.474708
-89.999847,76.842145
-90.070954,76.480812
-90.022126,76.474708
0,0
-94.448463,75.751736
-94.506447,75.990082
-94.475319,75.752041
-94.448463,75.751736
0,0
-80.000000,77.087816
-81.799344,77.174792
-81.960784,77.683833
-80.000000,77.459525
0,0
-96.000000,75.534752
-96.934157,75.381857
-96.007630,75.532616
-96.000000,75.534752
0,0
-100.000000,75.684291
-99.629816,75.691310
-100.000000,75.582971
0,0
-82.123445,70.000000
-83.029526,70.314641
-81.918059,70.000000
0,0
-81.455406,70.000000
-81.728542,70.145876
-80.069581,70.000000
0,0
-80.000000,74.970169
-80.368353,75.016556
-80.000000,75.220417
0,0
-100.000000,73.245594
-99.775082,73.210803
-100.000000,72.966964
0,0
-100.000000,75.924163
-99.913939,75.873503
-100.000000,75.898528
0,0
-86.496681,70.000000
-87.374075,70.102235
-86.507973,70.000000
0,0
-80.000000,70.551156
-81.022049,70.725719
-81.017166,70.725719
-80.000000,70.551461
0,0
-98.903182,72.678569
-98.167086,72.538491
-98.923323,72.675212
-98.903182,72.678569
0,0
-80.907912,70.215152
-80.920119,70.218814
-80.261540,70.090639
-80.907912,70.215152
0,0
-84.987869,70.787671
-85.905547,70.599680
-84.983597,70.797131
-84.987869,70.787671
0,0
-80.000000,77.459525
-78.727703,77.313954
